Foundation,R2,Representation,DocThreshold,Aggregation
Authority,0.10289627463838102,MFD.DDR,NumberPosts>=25,non-MIL
Loyalty,0.06594196694858911,MFD.DDR,NumberPosts>=25,non-MIL
Purity,0.1066295182714404,MFD.DDR,NumberPosts>=25,non-MIL
Care,0.07119123277168837,MFD.DDR,NumberPosts>=25,non-MIL
Fairness,0.014297903820390312,MFD.DDR,NumberPosts>=25,non-MIL
Authority,0.10966679672461864,MFD.DDR,NumberPosts>=25,non-MIL
Loyalty,0.05101693531027507,MFD.DDR,NumberPosts>=25,non-MIL
Purity,0.12122368966757835,MFD.DDR,NumberPosts>=25,non-MIL
Care,0.0040737707559983525,MFD.DDR,NumberPosts>=25,non-MIL
Fairness,-0.0017713317257186392,MFD.DDR,NumberPosts>=25,non-MIL
Authority,0.02522925164047707,MFD.DDR,NumberPosts>=25,non-MIL
Loyalty,0.00924260706119917,MFD.DDR,NumberPosts>=25,non-MIL
Purity,0.07194352139525151,MFD.DDR,NumberPosts>=25,non-MIL
Care,0.04678349817988292,MFD.DDR,NumberPosts>=25,non-MIL
Fairness,0.02658471908952276,MFD.DDR,NumberPosts>=25,non-MIL
Authority,0.06228958007023532,MFD.DDR,NumberPosts>=25,non-MIL
Loyalty,0.055419596466122815,MFD.DDR,NumberPosts>=25,non-MIL
Purity,0.08474046998809814,MFD.DDR,NumberPosts>=25,non-MIL
Care,0.03574380551851797,MFD.DDR,NumberPosts>=25,non-MIL
Fairness,0.021118911996938827,MFD.DDR,NumberPosts>=25,non-MIL
Authority,0.14349896582913724,MFD.DDR,NumberPosts>=25,non-MIL
Loyalty,0.08672081207033933,MFD.DDR,NumberPosts>=25,non-MIL
Purity,0.11359781542921688,MFD.DDR,NumberPosts>=25,non-MIL
Care,0.027162487916712053,MFD.DDR,NumberPosts>=25,non-MIL
Fairness,0.023764138961345105,MFD.DDR,NumberPosts>=25,non-MIL
Authority,0.08241612689746147,MFD.DDR,NumberPosts>=25,non-MIL
Loyalty,0.026824175572278786,MFD.DDR,NumberPosts>=25,non-MIL
Purity,0.08796154217810692,MFD.DDR,NumberPosts>=25,non-MIL
Care,0.053719889909531034,MFD.DDR,NumberPosts>=25,non-MIL
Fairness,-0.030990579220517844,MFD.DDR,NumberPosts>=25,non-MIL
Authority,0.005334364086960529,MFD.DDR,NumberPosts>=25,non-MIL
Loyalty,0.033780588660178856,MFD.DDR,NumberPosts>=25,non-MIL
Purity,0.08184491252979009,MFD.DDR,NumberPosts>=25,non-MIL
Care,0.05018488037047042,MFD.DDR,NumberPosts>=25,non-MIL
Fairness,-0.006237089086362557,MFD.DDR,NumberPosts>=25,non-MIL
Authority,0.05163038392546382,MFD.DDR,NumberPosts>=25,non-MIL
Loyalty,0.042943517321306864,MFD.DDR,NumberPosts>=25,non-MIL
Purity,0.05426731742897484,MFD.DDR,NumberPosts>=25,non-MIL
Care,0.014800056349848822,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.004680866024417085,LDA,NumberPosts>0,MIL (mean)
Authority,0.0692908369571078,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.06105406087127474,LDA,NumberPosts>0,MIL (mean)
Purity,0.08722141631085067,LDA,NumberPosts>0,MIL (mean)
Care,0.007852418344802214,LDA,NumberPosts>0,MIL (mean)
Fairness,-5.791604737455103e-4,LDA,NumberPosts>0,MIL (mean)
Authority,0.09079808118019728,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.07263859475986467,LDA,NumberPosts>0,MIL (mean)
Purity,0.10630683006400832,LDA,NumberPosts>0,MIL (mean)
Care,0.0027077457589124165,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.01915001378527803,LDA,NumberPosts>0,MIL (mean)
Authority,0.07611711276371125,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05419619512039486,LDA,NumberPosts>0,MIL (mean)
Purity,0.09076723327300129,LDA,NumberPosts>0,MIL (mean)
Care,0.005688907450561831,LDA,NumberPosts>0,MIL (mean)
Fairness,0.009091051948003526,LDA,NumberPosts>0,MIL (mean)
Authority,0.07080801428015293,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04719814383179011,LDA,NumberPosts>0,MIL (mean)
Purity,0.05760257246154532,LDA,NumberPosts>0,MIL (mean)
Care,0.02135573705706062,LDA,NumberPosts>0,MIL (mean)
Fairness,0.009383668826521419,LDA,NumberPosts>0,MIL (mean)
Authority,0.04644284743312066,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.02957930266724773,LDA,NumberPosts>0,MIL (mean)
Purity,0.09024480204946861,LDA,NumberPosts>0,MIL (mean)
Care,0.02534087185076095,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.007167599722169182,LDA,NumberPosts>0,MIL (mean)
Authority,0.06461778958021736,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.07230102550371142,LDA,NumberPosts>0,MIL (mean)
Purity,0.08795553286663893,LDA,NumberPosts>0,MIL (mean)
Care,0.01916353756020417,LDA,NumberPosts>0,MIL (mean)
Fairness,0.00988861038075961,LDA,NumberPosts>0,MIL (mean)
Authority,0.06189842404770607,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.0454947370916452,LDA,NumberPosts>0,MIL (mean)
Purity,0.09612656695755073,LDA,NumberPosts>0,MIL (mean)
Care,0.00408478282015734,LDA,NumberPosts>0,MIL (mean)
Fairness,1.5702685272522832e-4,LDA,NumberPosts>0,MIL (mean)
Authority,0.05642878057876066,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.043232190069295795,LDA,NumberPosts>0,MIL (mean)
Purity,0.05985257655528953,LDA,NumberPosts>0,MIL (mean)
Care,0.02940934642559212,LDA,NumberPosts>0,MIL (mean)
Fairness,0.002883381853156619,LDA,NumberPosts>0,MIL (mean)
Authority,0.06657318120501377,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05438010469235155,LDA,NumberPosts>0,MIL (mean)
Purity,0.07335632403223169,LDA,NumberPosts>0,MIL (mean)
Care,0.01475142443080768,LDA,NumberPosts>0,MIL (mean)
Fairness,0.0092048733436505,LDA,NumberPosts>0,MIL (mean)
Authority,0.07581041395360844,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.06401274593937845,LDA,NumberPosts>0,MIL (mean)
Purity,0.10227557661916975,LDA,NumberPosts>0,MIL (mean)
Care,0.030664545664943477,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.0010295355042382326,LDA,NumberPosts>0,MIL (mean)
Authority,0.05924664896229859,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.045891574883189956,LDA,NumberPosts>0,MIL (mean)
Purity,0.08506064257102186,LDA,NumberPosts>0,MIL (mean)
Care,0.03259885433327747,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.002563642971176616,LDA,NumberPosts>0,MIL (mean)
Authority,0.0901445739835548,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.08444132643505198,LDA,NumberPosts>0,MIL (mean)
Purity,0.10769474777345245,LDA,NumberPosts>0,MIL (mean)
Care,0.030465439622899715,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.0020824615729249096,LDA,NumberPosts>0,MIL (mean)
Authority,0.061604698186709106,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05693449465300804,LDA,NumberPosts>0,MIL (mean)
Purity,0.0896969091399733,LDA,NumberPosts>0,MIL (mean)
Care,0.02430225773017336,LDA,NumberPosts>0,MIL (mean)
Fairness,0.007315101860091766,LDA,NumberPosts>0,MIL (mean)
Authority,0.07706787598011478,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.03135886777367136,LDA,NumberPosts>0,MIL (mean)
Purity,0.07709965248860895,LDA,NumberPosts>0,MIL (mean)
Care,-0.0019546791929683227,LDA,NumberPosts>0,MIL (mean)
Fairness,0.002564774277167503,LDA,NumberPosts>0,MIL (mean)
Authority,0.0777064896949694,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.0463547215802087,LDA,NumberPosts>0,MIL (mean)
Purity,0.07847782379206658,LDA,NumberPosts>0,MIL (mean)
Care,0.03786792986629084,LDA,NumberPosts>0,MIL (mean)
Fairness,0.0062306153211653115,LDA,NumberPosts>0,MIL (mean)
Authority,0.06394519965293544,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05748994424099374,LDA,NumberPosts>0,MIL (mean)
Purity,0.07733733070104887,LDA,NumberPosts>0,MIL (mean)
Care,0.011328924894159265,LDA,NumberPosts>0,MIL (mean)
Fairness,0.002212580700754252,LDA,NumberPosts>0,MIL (mean)
Authority,0.08874218417531221,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.059186174478947584,LDA,NumberPosts>0,MIL (mean)
Purity,0.09779316145758732,LDA,NumberPosts>0,MIL (mean)
Care,0.014037537719807758,LDA,NumberPosts>0,MIL (mean)
Fairness,0.004573887917252328,LDA,NumberPosts>0,MIL (mean)
Authority,0.062388868810717035,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04337551256230299,LDA,NumberPosts>0,MIL (mean)
Purity,0.06441753892337265,LDA,NumberPosts>0,MIL (mean)
Care,0.03015587664852426,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.00497798183467002,LDA,NumberPosts>0,MIL (mean)
Authority,0.06288998262559842,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.057259121558129844,LDA,NumberPosts>0,MIL (mean)
Purity,0.1039109211638829,LDA,NumberPosts>0,MIL (mean)
Care,0.0072355912116576215,LDA,NumberPosts>0,MIL (mean)
Fairness,0.008889593600541312,LDA,NumberPosts>0,MIL (mean)
Authority,0.06689614742340744,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04653858037081049,LDA,NumberPosts>0,MIL (mean)
Purity,0.07386026918247668,LDA,NumberPosts>0,MIL (mean)
Care,0.01741427557173858,LDA,NumberPosts>0,MIL (mean)
Fairness,0.010571776366843255,LDA,NumberPosts>0,MIL (mean)
Authority,0.08312320535826823,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.06504021694223994,LDA,NumberPosts>0,MIL (mean)
Purity,0.09329960495038614,LDA,NumberPosts>0,MIL (mean)
Care,0.02700291325913462,LDA,NumberPosts>0,MIL (mean)
Fairness,0.010065382988359461,LDA,NumberPosts>0,MIL (mean)
Authority,0.0454257265175263,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.03818515371833309,LDA,NumberPosts>0,MIL (mean)
Purity,0.0792518656600033,LDA,NumberPosts>0,MIL (mean)
Care,0.029225692533817682,LDA,NumberPosts>0,MIL (mean)
Fairness,0.013963008195009508,LDA,NumberPosts>0,MIL (mean)
Authority,0.06523516899547765,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.03483331302362769,LDA,NumberPosts>0,MIL (mean)
Purity,0.08538574468498916,LDA,NumberPosts>0,MIL (mean)
Care,0.02351600346532512,LDA,NumberPosts>0,MIL (mean)
Fairness,0.008508157785913517,LDA,NumberPosts>0,MIL (mean)
Authority,0.08783536148397053,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.06539297892452534,LDA,NumberPosts>0,MIL (mean)
Purity,0.10726780829396265,LDA,NumberPosts>0,MIL (mean)
Care,0.012184511883016946,LDA,NumberPosts>0,MIL (mean)
Fairness,0.007403749603617116,LDA,NumberPosts>0,MIL (mean)
Authority,0.03930839478149262,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.035962229469081675,LDA,NumberPosts>0,MIL (mean)
Purity,0.03667708862697305,LDA,NumberPosts>0,MIL (mean)
Care,0.02081515153595548,LDA,NumberPosts>0,MIL (mean)
Fairness,-3.645237784821731e-4,LDA,NumberPosts>0,MIL (mean)
Authority,0.06876457948033421,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04786293770656069,LDA,NumberPosts>0,MIL (mean)
Purity,0.07269666621741411,LDA,NumberPosts>0,MIL (mean)
Care,0.019493797315891515,LDA,NumberPosts>0,MIL (mean)
Fairness,0.007934232344301573,LDA,NumberPosts>0,MIL (mean)
Authority,0.04079678469825576,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.07062064598203754,LDA,NumberPosts>0,MIL (mean)
Purity,0.08177297803373129,LDA,NumberPosts>0,MIL (mean)
Care,0.0229509891588201,LDA,NumberPosts>0,MIL (mean)
Fairness,0.012147785948364964,LDA,NumberPosts>0,MIL (mean)
Authority,0.07659975672378472,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05339271888744268,LDA,NumberPosts>0,MIL (mean)
Purity,0.07470434706973783,LDA,NumberPosts>0,MIL (mean)
Care,0.03337594202928995,LDA,NumberPosts>0,MIL (mean)
Fairness,0.010007419804972773,LDA,NumberPosts>0,MIL (mean)
Authority,0.08732421175721361,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.06390211868895057,LDA,NumberPosts>0,MIL (mean)
Purity,0.10886150657446103,LDA,NumberPosts>0,MIL (mean)
Care,0.026738947245305678,LDA,NumberPosts>0,MIL (mean)
Fairness,0.00677340715643171,LDA,NumberPosts>0,MIL (mean)
Authority,0.046716676805914514,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04804623826015886,LDA,NumberPosts>0,MIL (mean)
Purity,0.07393150831068984,LDA,NumberPosts>0,MIL (mean)
Care,0.01625255594605024,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.005527318338387044,LDA,NumberPosts>0,MIL (mean)
Authority,0.06810423726025439,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05794135113206389,LDA,NumberPosts>0,MIL (mean)
Purity,0.05449880130414575,LDA,NumberPosts>0,MIL (mean)
Care,0.035393974202271083,LDA,NumberPosts>0,MIL (mean)
Fairness,0.010547054256841104,LDA,NumberPosts>0,MIL (mean)
Authority,0.07557075224567666,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04043695344571929,LDA,NumberPosts>0,MIL (mean)
Purity,0.09239426715006405,LDA,NumberPosts>0,MIL (mean)
Care,0.028466215523421767,LDA,NumberPosts>0,MIL (mean)
Fairness,0.00874062998838876,LDA,NumberPosts>0,MIL (mean)
Authority,0.07029530922639682,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05400141589464669,LDA,NumberPosts>0,MIL (mean)
Purity,0.09306482195120402,LDA,NumberPosts>0,MIL (mean)
Care,0.024957594859466803,LDA,NumberPosts>0,MIL (mean)
Fairness,0.002045060013830091,LDA,NumberPosts>0,MIL (mean)
Authority,0.06340164298101925,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.050170306339840764,LDA,NumberPosts>0,MIL (mean)
Purity,0.08843229530806684,LDA,NumberPosts>0,MIL (mean)
Care,-0.010539182852859819,LDA,NumberPosts>0,MIL (mean)
Fairness,0.0011426951932482776,LDA,NumberPosts>0,MIL (mean)
Authority,0.06896639772400992,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04772918644290125,LDA,NumberPosts>0,MIL (mean)
Purity,0.08974581504201806,LDA,NumberPosts>0,MIL (mean)
Care,0.02093042381344412,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.002798748415339558,LDA,NumberPosts>0,MIL (mean)
Authority,0.08065238319435963,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.07145499315462389,LDA,NumberPosts>0,MIL (mean)
Purity,0.10135920756211425,LDA,NumberPosts>0,MIL (mean)
Care,0.030346115894375636,LDA,NumberPosts>0,MIL (mean)
Fairness,0.0010999391538932812,LDA,NumberPosts>0,MIL (mean)
Authority,0.07553148254000497,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04599876922683166,LDA,NumberPosts>0,MIL (mean)
Purity,0.0628112103804892,LDA,NumberPosts>0,MIL (mean)
Care,0.02030524355973362,LDA,NumberPosts>0,MIL (mean)
Fairness,0.009599616335050132,LDA,NumberPosts>0,MIL (mean)
Authority,0.09865227561425383,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.06384369290179315,LDA,NumberPosts>0,MIL (mean)
Purity,0.10896404121451553,LDA,NumberPosts>0,MIL (mean)
Care,0.027442594005191445,LDA,NumberPosts>0,MIL (mean)
Fairness,0.007375136978103658,LDA,NumberPosts>0,MIL (mean)
Authority,0.04745876346902145,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.048838094044429625,LDA,NumberPosts>0,MIL (mean)
Purity,0.0806472335392876,LDA,NumberPosts>0,MIL (mean)
Care,0.008388479101418045,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.0036430411617951464,LDA,NumberPosts>0,MIL (mean)
Authority,0.0504322429522891,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.0502229491879026,LDA,NumberPosts>0,MIL (mean)
Purity,0.07981576872795637,LDA,NumberPosts>0,MIL (mean)
Care,0.012179722250531433,LDA,NumberPosts>0,MIL (mean)
Fairness,0.0064728514377044855,LDA,NumberPosts>0,MIL (mean)
Authority,0.07082400449813864,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.0666420215968031,LDA,NumberPosts>0,MIL (mean)
Purity,0.06205667527849423,LDA,NumberPosts>0,MIL (mean)
Care,0.02344513444426566,LDA,NumberPosts>0,MIL (mean)
Fairness,0.009482546106420187,LDA,NumberPosts>0,MIL (mean)
Authority,0.056114428334078315,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.06261993496155416,LDA,NumberPosts>0,MIL (mean)
Purity,0.09441716841066128,LDA,NumberPosts>0,MIL (mean)
Care,0.019567802106782328,LDA,NumberPosts>0,MIL (mean)
Fairness,0.01243903374657207,LDA,NumberPosts>0,MIL (mean)
Authority,0.024420930593531676,LDA,NumberPosts>0,MIL (mean)
Loyalty,-0.018947342629843433,LDA,NumberPosts>0,MIL (mean)
Purity,0.02252788834176167,LDA,NumberPosts>0,MIL (mean)
Care,0.023777373532095858,LDA,NumberPosts>0,MIL (mean)
Fairness,0.0030979302233387074,LDA,NumberPosts>0,MIL (mean)
Authority,0.08472511108953451,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.042126365437757496,LDA,NumberPosts>0,MIL (mean)
Purity,0.10136106943045387,LDA,NumberPosts>0,MIL (mean)
Care,0.018589069998545926,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.0010673653769381897,LDA,NumberPosts>0,MIL (mean)
Authority,0.07969514217558216,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.07165047189199059,LDA,NumberPosts>0,MIL (mean)
Purity,0.0970874036041659,LDA,NumberPosts>0,MIL (mean)
Care,0.01264213471069553,LDA,NumberPosts>0,MIL (mean)
Fairness,0.011207898857980125,LDA,NumberPosts>0,MIL (mean)
Authority,0.08050723674925175,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.061968451545831194,LDA,NumberPosts>0,MIL (mean)
Purity,0.07948708917749259,LDA,NumberPosts>0,MIL (mean)
Care,0.01871631885432623,LDA,NumberPosts>0,MIL (mean)
Fairness,-8.717254797634411e-4,LDA,NumberPosts>0,MIL (mean)
Authority,0.04606125569148589,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05361258931463264,LDA,NumberPosts>0,MIL (mean)
Purity,0.07576756718476041,LDA,NumberPosts>0,MIL (mean)
Care,0.00700472386273332,LDA,NumberPosts>0,MIL (mean)
Fairness,0.0030636787717086555,LDA,NumberPosts>0,MIL (mean)
Authority,0.06942267971751925,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.04719597872116543,LDA,NumberPosts>0,MIL (mean)
Purity,0.10647291027187145,LDA,NumberPosts>0,MIL (mean)
Care,0.027479130340703817,LDA,NumberPosts>0,MIL (mean)
Fairness,0.009908724290118243,LDA,NumberPosts>0,MIL (mean)
Authority,0.06753765446486115,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.036732513977925985,LDA,NumberPosts>0,MIL (mean)
Purity,0.10322836733010199,LDA,NumberPosts>0,MIL (mean)
Care,0.01469004175193267,LDA,NumberPosts>0,MIL (mean)
Fairness,-0.004023531297365768,LDA,NumberPosts>0,MIL (mean)
Authority,0.08307481554804441,LDA,NumberPosts>0,MIL (mean)
Loyalty,0.05842210357365485,LDA,NumberPosts>0,MIL (mean)
Purity,0.08253486158182866,LDA,NumberPosts>0,MIL (mean)
Care,0.037611244765756835,LDA,NumberPosts>0,non-MIL
Fairness,3.189644140770831e-4,LDA,NumberPosts>0,non-MIL
Authority,0.09462761768134331,LDA,NumberPosts>0,non-MIL
Loyalty,0.05708061533275666,LDA,NumberPosts>0,non-MIL
Purity,0.11319682375558127,LDA,NumberPosts>0,non-MIL
Care,0.0498947832377965,LDA,NumberPosts>0,non-MIL
Fairness,0.01563733570215564,LDA,NumberPosts>0,non-MIL
Authority,0.13709939686701977,LDA,NumberPosts>0,non-MIL
Loyalty,0.07623116075239,LDA,NumberPosts>0,non-MIL
Purity,0.14731706509599252,LDA,NumberPosts>0,non-MIL
Care,-0.0068926589321109955,LDA,NumberPosts>0,non-MIL
Fairness,-0.008616147922090978,LDA,NumberPosts>0,non-MIL
Authority,0.07559853588049736,LDA,NumberPosts>0,non-MIL
Loyalty,0.04003218635643635,LDA,NumberPosts>0,non-MIL
Purity,0.12869688219959508,LDA,NumberPosts>0,non-MIL
Care,0.004026436167050673,LDA,NumberPosts>0,non-MIL
Fairness,0.0074024316143675994,LDA,NumberPosts>0,non-MIL
Authority,0.0834045815258796,LDA,NumberPosts>0,non-MIL
Loyalty,0.020423495885904197,LDA,NumberPosts>0,non-MIL
Purity,0.12757249572834362,LDA,NumberPosts>0,non-MIL
Care,0.06075854626151844,LDA,NumberPosts>0,non-MIL
Fairness,0.01329505499030903,LDA,NumberPosts>0,non-MIL
Authority,0.10405876343425058,LDA,NumberPosts>0,non-MIL
Loyalty,0.04127505591054148,LDA,NumberPosts>0,non-MIL
Purity,0.1376005758734573,LDA,NumberPosts>0,non-MIL
Care,0.06689164681638404,LDA,NumberPosts>0,non-MIL
Fairness,-0.003387777178034179,LDA,NumberPosts>0,non-MIL
Authority,0.10419881012475896,LDA,NumberPosts>0,non-MIL
Loyalty,0.05474717580103661,LDA,NumberPosts>0,non-MIL
Purity,0.11709970655830015,LDA,NumberPosts>0,non-MIL
Care,0.020307199770369877,LDA,NumberPosts>0,non-MIL
Fairness,0.018772047689695315,LDA,NumberPosts>0,non-MIL
Authority,0.11385393741597383,LDA,NumberPosts>0,non-MIL
Loyalty,0.05006516285350315,LDA,NumberPosts>0,non-MIL
Purity,0.13613056753894104,LDA,NumberPosts>0,non-MIL
Care,0.03566794401326667,LDA,NumberPosts>0,non-MIL
Fairness,0.002487608074272396,LDA,NumberPosts>0,non-MIL
Authority,0.11122108285525134,LDA,NumberPosts>0,non-MIL
Loyalty,0.06628351919444309,LDA,NumberPosts>0,non-MIL
Purity,0.1383041299179304,LDA,NumberPosts>0,non-MIL
Care,0.034706953261445794,LDA,NumberPosts>0,non-MIL
Fairness,0.005495416519832874,LDA,NumberPosts>0,non-MIL
Authority,0.07934380443013767,LDA,NumberPosts>0,non-MIL
Loyalty,0.03604433704745491,LDA,NumberPosts>0,non-MIL
Purity,0.11180367696614257,LDA,NumberPosts>0,non-MIL
Care,0.025809791880115784,LDA,NumberPosts>0,non-MIL
Fairness,0.014069172725699741,LDA,NumberPosts>0,non-MIL
Authority,0.10707754834250494,LDA,NumberPosts>0,non-MIL
Loyalty,0.04417116849315794,LDA,NumberPosts>0,non-MIL
Purity,0.1448538419041291,LDA,NumberPosts>0,non-MIL
Care,0.043089203921318875,LDA,NumberPosts>0,non-MIL
Fairness,0.01786792469907683,LDA,NumberPosts>0,non-MIL
Authority,0.1072314888812208,LDA,NumberPosts>0,non-MIL
Loyalty,0.02259539014747236,LDA,NumberPosts>0,non-MIL
Purity,0.13006007310892476,LDA,NumberPosts>0,non-MIL
Care,0.037334029721025064,LDA,NumberPosts>0,non-MIL
Fairness,0.005353519971943332,LDA,NumberPosts>0,non-MIL
Authority,0.0757093644333906,LDA,NumberPosts>0,non-MIL
Loyalty,0.03482899318092969,LDA,NumberPosts>0,non-MIL
Purity,0.11252868962766449,LDA,NumberPosts>0,non-MIL
Care,0.026836317716622093,LDA,NumberPosts>0,non-MIL
Fairness,-0.008806722207293616,LDA,NumberPosts>0,non-MIL
Authority,0.09834228906418485,LDA,NumberPosts>0,non-MIL
Loyalty,0.062449748281854345,LDA,NumberPosts>0,non-MIL
Purity,0.13456059739008175,LDA,NumberPosts>0,non-MIL
Care,0.03949051658403013,LDA,NumberPosts>0,non-MIL
Fairness,0.02019428331901596,LDA,NumberPosts>0,non-MIL
Authority,0.07315638403868818,LDA,NumberPosts>0,non-MIL
Loyalty,0.03596174893029436,LDA,NumberPosts>0,non-MIL
Purity,0.107674247576375,LDA,NumberPosts>0,non-MIL
Care,0.009157874435295588,LDA,NumberPosts>0,non-MIL
Fairness,-0.0049918469358072315,LDA,NumberPosts>0,non-MIL
Authority,0.1322005413911982,LDA,NumberPosts>0,non-MIL
Loyalty,0.07639310588701498,LDA,NumberPosts>0,non-MIL
Purity,0.1598955593487683,LDA,NumberPosts>0,non-MIL
Care,0.050926644647257935,LDA,NumberPosts>0,non-MIL
Fairness,0.00622314669905677,LDA,NumberPosts>0,non-MIL
Authority,0.09075364425316534,LDA,NumberPosts>0,non-MIL
Loyalty,0.03250447657682565,LDA,NumberPosts>0,non-MIL
Purity,0.10822726931392146,LDA,NumberPosts>0,non-MIL
Care,0.03115799706743716,LDA,NumberPosts>0,non-MIL
Fairness,0.0091256941075325,LDA,NumberPosts>0,non-MIL
Authority,0.10994327821471295,LDA,NumberPosts>0,non-MIL
Loyalty,0.06928593163229813,LDA,NumberPosts>0,non-MIL
Purity,0.16586246423734974,LDA,NumberPosts>0,non-MIL
Care,0.04309764118355541,LDA,NumberPosts>0,non-MIL
Fairness,0.019084517705819093,LDA,NumberPosts>0,non-MIL
Authority,0.08863844631621631,LDA,NumberPosts>0,non-MIL
Loyalty,0.042931891672631006,LDA,NumberPosts>0,non-MIL
Purity,0.10216869775239934,LDA,NumberPosts>0,non-MIL
Care,0.02876284126352624,LDA,NumberPosts>0,non-MIL
Fairness,7.083742257938397e-4,LDA,NumberPosts>0,non-MIL
Authority,0.10749609121041148,LDA,NumberPosts>0,non-MIL
Loyalty,0.054265107976321225,LDA,NumberPosts>0,non-MIL
Purity,0.13127607988844403,LDA,NumberPosts>0,non-MIL
Care,0.030263732335015225,LDA,NumberPosts>0,non-MIL
Fairness,0.016033910414819053,LDA,NumberPosts>0,non-MIL
Authority,0.10320962230658126,LDA,NumberPosts>0,non-MIL
Loyalty,0.0438457201393474,LDA,NumberPosts>0,non-MIL
Purity,0.13886181375275175,LDA,NumberPosts>0,non-MIL
Care,0.03197435676225435,LDA,NumberPosts>0,non-MIL
Fairness,0.006714622252041114,LDA,NumberPosts>0,non-MIL
Authority,0.13073650512911694,LDA,NumberPosts>0,non-MIL
Loyalty,0.0709560157766127,LDA,NumberPosts>0,non-MIL
Purity,0.13488396060069363,LDA,NumberPosts>0,non-MIL
Care,0.0455138883917765,LDA,NumberPosts>0,non-MIL
Fairness,0.007485986875603645,LDA,NumberPosts>0,non-MIL
Authority,0.09579778926435234,LDA,NumberPosts>0,non-MIL
Loyalty,0.05872583558830413,LDA,NumberPosts>0,non-MIL
Purity,0.11759977875917715,LDA,NumberPosts>0,non-MIL
Care,0.06161864412535689,LDA,NumberPosts>0,non-MIL
Fairness,0.009186345576453814,LDA,NumberPosts>0,non-MIL
Authority,0.0834874390338497,LDA,NumberPosts>0,non-MIL
Loyalty,0.014052260107651815,LDA,NumberPosts>0,non-MIL
Purity,0.13201095660287898,LDA,NumberPosts>0,non-MIL
Care,0.004875754150930334,LDA,NumberPosts>0,non-MIL
Fairness,0.010461733439451337,LDA,NumberPosts>0,non-MIL
Authority,0.12553909349525894,LDA,NumberPosts>0,non-MIL
Loyalty,0.05525432986806966,LDA,NumberPosts>0,non-MIL
Purity,0.17126288620166563,LDA,NumberPosts>0,non-MIL
