Foundation,R2,Representation,DocThreshold,Aggregation
Authority,0.14842394842611514,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1230874719325109,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2015195171949936,BERT,NumberPosts>=10,MIL (mean)
Care,0.10088852610385024,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.02717635292521392,BERT,NumberPosts>=10,MIL (mean)
Authority,0.15625559385396304,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.11150695402914844,BERT,NumberPosts>=10,MIL (mean)
Purity,0.19695798327916406,BERT,NumberPosts>=10,MIL (mean)
Care,0.07973733605590305,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.02951472601224425,BERT,NumberPosts>=10,MIL (mean)
Authority,0.1832748670542456,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.03611969711347951,BERT,NumberPosts>=10,MIL (mean)
Purity,0.20052543605244574,BERT,NumberPosts>=10,MIL (mean)
Care,0.06782971829381124,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.01693110980500745,BERT,NumberPosts>=10,MIL (mean)
Authority,0.19726047799040305,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1351286940587888,BERT,NumberPosts>=10,MIL (mean)
Purity,0.23582727907376144,BERT,NumberPosts>=10,MIL (mean)
Care,0.06813245714831517,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.025098211164942152,BERT,NumberPosts>=10,MIL (mean)
Authority,0.1687663843748668,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.113828600327312,BERT,NumberPosts>=10,MIL (mean)
Purity,0.1697723589111425,BERT,NumberPosts>=10,MIL (mean)
Care,0.12187747549790785,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.03289182137176105,BERT,NumberPosts>=10,MIL (mean)
Authority,0.15431511258148778,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1203853198001278,BERT,NumberPosts>=10,MIL (mean)
Purity,0.18801868112768005,BERT,NumberPosts>=10,MIL (mean)
Care,0.06875590840385347,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.051616271249787515,BERT,NumberPosts>=10,MIL (mean)
Authority,0.2196757751140144,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.14365341404111376,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2411742916968023,BERT,NumberPosts>=10,MIL (mean)
Care,0.08625376767060311,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.038242480064991424,BERT,NumberPosts>=10,MIL (mean)
Authority,0.20808159198877565,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.0999269211236673,BERT,NumberPosts>=10,MIL (mean)
Purity,0.21844776897648002,BERT,NumberPosts>=10,MIL (mean)
Care,0.07648935730459194,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.024926364287504832,BERT,NumberPosts>=10,MIL (mean)
Authority,0.17555754110247435,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1345556153458729,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2235635502659321,BERT,NumberPosts>=10,MIL (mean)
Care,0.07456334798613108,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.036992455968726135,BERT,NumberPosts>=10,MIL (mean)
Authority,0.19570365759462185,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1425520592680306,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2073704772849896,BERT,NumberPosts>=10,MIL (mean)
Care,0.09836154527929708,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.04345640218741309,BERT,NumberPosts>=10,MIL (mean)
Authority,0.17986941924116018,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.11814589378644468,BERT,NumberPosts>=10,MIL (mean)
Purity,0.17712390758787255,BERT,NumberPosts>=10,MIL (mean)
Care,0.07345980367768545,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.0446542682124198,BERT,NumberPosts>=10,MIL (mean)
Authority,0.20256329118443728,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1201539334948607,BERT,NumberPosts>=10,MIL (mean)
Purity,0.20429995856593086,BERT,NumberPosts>=10,MIL (mean)
Care,0.06387667257717887,BERT,NumberPosts>=10,MIL (mean)
Fairness,-0.012321799040132309,BERT,NumberPosts>=10,MIL (mean)
Authority,0.18094075239641327,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.09551497108200037,BERT,NumberPosts>=10,MIL (mean)
Purity,0.22566845957051065,BERT,NumberPosts>=10,MIL (mean)
Care,0.12122096244183478,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.04615775989273596,BERT,NumberPosts>=10,MIL (mean)
Authority,0.177280513807185,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.11983708925580827,BERT,NumberPosts>=10,MIL (mean)
Purity,0.22021731885610807,BERT,NumberPosts>=10,MIL (mean)
Care,0.0964853784013221,BERT,NumberPosts>=10,MIL (mean)
Fairness,1.614051253758797e-4,BERT,NumberPosts>=10,MIL (mean)
Authority,0.21538727059491447,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.12066921760639338,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2288873222166685,BERT,NumberPosts>=10,MIL (mean)
Care,0.06813060634690947,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.03190077327916208,BERT,NumberPosts>=10,MIL (mean)
Authority,0.16313286592057696,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.058982046635201235,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2119391624454624,BERT,NumberPosts>=10,MIL (mean)
Care,0.0982266310736587,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.029875181317378093,BERT,NumberPosts>=10,MIL (mean)
Authority,0.17306559836481028,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.11800136309960718,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2008986300571035,BERT,NumberPosts>=10,MIL (mean)
Care,0.07963193381544442,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.04394615087458531,BERT,NumberPosts>=10,MIL (mean)
Authority,0.1826136618275136,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.16431269575688334,BERT,NumberPosts>=10,MIL (mean)
Purity,0.19188881458154672,BERT,NumberPosts>=10,MIL (mean)
Care,0.0987319848597209,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.05703857258866761,BERT,NumberPosts>=10,MIL (mean)
Authority,0.2068903427572255,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1156704861558483,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2391419491422183,BERT,NumberPosts>=10,MIL (mean)
Care,0.04907467915833763,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.022714622433419374,BERT,NumberPosts>=10,MIL (mean)
Authority,0.22076126030808094,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.14694193719367787,BERT,NumberPosts>=10,MIL (mean)
Purity,0.24214564171064976,BERT,NumberPosts>=10,MIL (mean)
Care,0.08397568704068836,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.02582170153038965,BERT,NumberPosts>=10,MIL (mean)
Authority,0.15491927509712056,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.11355461969169235,BERT,NumberPosts>=10,MIL (mean)
Purity,0.1745024320636155,BERT,NumberPosts>=10,MIL (mean)
Care,0.10062663357102407,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.04237459730595738,BERT,NumberPosts>=10,MIL (mean)
Authority,0.18600267963547112,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.10555256773713606,BERT,NumberPosts>=10,MIL (mean)
Purity,0.18983298666119064,BERT,NumberPosts>=10,MIL (mean)
Care,0.09556983182924572,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.02173275136259667,BERT,NumberPosts>=10,MIL (mean)
Authority,0.20408303116603652,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.11305369108715567,BERT,NumberPosts>=10,MIL (mean)
Purity,0.1946052088141188,BERT,NumberPosts>=10,MIL (mean)
Care,0.11822451213812026,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.030871815560472363,BERT,NumberPosts>=10,MIL (mean)
Authority,0.17918064421687552,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1082099848411756,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2353441071102155,BERT,NumberPosts>=10,MIL (mean)
Care,0.08631391699958624,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.03421998105275992,BERT,NumberPosts>=10,MIL (mean)
Authority,0.191586503425327,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.1429040093563394,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2381665508816955,BERT,NumberPosts>=10,MIL (mean)
Care,0.10625598798164992,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.048555765295624886,BERT,NumberPosts>=10,MIL (mean)
Authority,0.1476100776346193,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.10645107106395467,BERT,NumberPosts>=10,MIL (mean)
Purity,0.1966240453155873,BERT,NumberPosts>=10,MIL (mean)
Care,0.06635623941240021,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.05209605909935888,BERT,NumberPosts>=10,MIL (mean)
Authority,0.20218522862078855,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.11164874445782956,BERT,NumberPosts>=10,MIL (mean)
Purity,0.14091043138681136,BERT,NumberPosts>=10,MIL (mean)
Care,0.10273001866782172,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.01267462210746362,BERT,NumberPosts>=10,MIL (mean)
Authority,0.2396231545927409,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.16026323291853414,BERT,NumberPosts>=10,MIL (mean)
Purity,0.2425347028478472,BERT,NumberPosts>=10,MIL (mean)
Care,0.08381755206756403,BERT,NumberPosts>=10,MIL (mean)
Fairness,0.028392988553992193,BERT,NumberPosts>=10,MIL (mean)
Authority,0.17911755595585155,BERT,NumberPosts>=10,MIL (mean)
Loyalty,0.07201802801761402,BERT,NumberPosts>=10,MIL (mean)
Purity,0.203901837483498,BERT,NumberPosts>=10,MIL (mean)
Care,0.019661304684554404,MFD2,NumberPosts>=10,MIL (mean)
Fairness,4.788959384437464e-4,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.033462160232458626,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02156930624942166,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.06826760517082853,MFD2,NumberPosts>=10,MIL (mean)
Care,0.03154097896443664,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-2.746488203890784e-4,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.05821232175965596,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.0476108252558074,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.12073701596019434,MFD2,NumberPosts>=10,MIL (mean)
Care,0.02452283704802194,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.005127026937028267,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.040979686756256066,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.029115441325124888,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.10065552023453417,MFD2,NumberPosts>=10,MIL (mean)
Care,0.03229596350140373,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.006227712599952584,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.01604772599560611,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.006657503547368271,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.0959258213190256,MFD2,NumberPosts>=10,MIL (mean)
Care,0.0160093696755218,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.00649557341692808,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.038203530815793314,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.011697817206527515,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.04332224236859572,MFD2,NumberPosts>=10,MIL (mean)
Care,0.017956015111711743,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0016427987036018445,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.032915813776044134,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.03507760276624405,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.10941737664388884,MFD2,NumberPosts>=10,MIL (mean)
Care,0.018205522940095475,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.014059708685242091,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.04195219564997255,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.012459869707005187,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08007404797795115,MFD2,NumberPosts>=10,MIL (mean)
Care,0.039751648684379186,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.003905012467267821,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.053527054169688386,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.031185946582256038,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.10073103214265844,MFD2,NumberPosts>=10,MIL (mean)
Care,0.034306760536891856,MFD2,NumberPosts>=10,MIL (mean)
Fairness,6.513318869469932e-4,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.031139418225941132,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.004640406627284266,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.068838845857502,MFD2,NumberPosts>=10,MIL (mean)
Care,0.009366132627071977,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.0046528039051787476,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.03962728643097446,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.014322897737436224,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.07002239005397326,MFD2,NumberPosts>=10,MIL (mean)
Care,0.02154753170731616,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0036215903964251775,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.022344673068872226,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.023117707592527847,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.0904069440371298,MFD2,NumberPosts>=10,MIL (mean)
Care,0.03410647317140747,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.006908878348336534,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.06804939099936003,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.03308444682924716,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.1291529300873827,MFD2,NumberPosts>=10,MIL (mean)
Care,0.01465482291893738,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0031458750208779307,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.025089787565527155,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.017269692594227167,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.04185696941788897,MFD2,NumberPosts>=10,MIL (mean)
Care,0.008833703222660194,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.00718984057665928,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.0360662706793321,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.027542912230529626,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.06145691491775096,MFD2,NumberPosts>=10,MIL (mean)
Care,0.0303035770890836,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.004868126933348149,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.0592074579548797,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.017920732655872906,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.10948797816653033,MFD2,NumberPosts>=10,MIL (mean)
Care,0.009519240015252615,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.01141665944058068,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.041181911869319854,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.020353609384119675,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08832191442680304,MFD2,NumberPosts>=10,MIL (mean)
Care,0.027046387585768158,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.006867480484487709,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.032739859488725265,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02657263361424977,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08144083447171603,MFD2,NumberPosts>=10,MIL (mean)
Care,0.02011306623734299,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-5.716271381888128e-4,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.01798211940579164,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,-0.009611918279406773,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.058830733586996975,MFD2,NumberPosts>=10,MIL (mean)
Care,0.03611911408157642,MFD2,NumberPosts>=10,MIL (mean)
Fairness,2.302902528578121e-4,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.04304239359723383,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.021611334718707572,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.07738541610997351,MFD2,NumberPosts>=10,MIL (mean)
Care,0.02236925190440053,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0047064906007029395,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.05158932198411048,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.032382377938993116,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.1084783406486165,MFD2,NumberPosts>=10,MIL (mean)
Care,0.02521759542802537,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0014912740137186242,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.04248231718756879,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02706539965801713,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.06648556570541607,MFD2,NumberPosts>=10,MIL (mean)
Care,0.019136549263770064,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.004357028625494253,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.04804309314580235,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.03015191470165957,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.10230037301376672,MFD2,NumberPosts>=10,MIL (mean)
Care,0.027946421018901324,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0029149987502965487,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.021219137255882647,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.022218451313754883,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.07719300344122493,MFD2,NumberPosts>=10,MIL (mean)
Care,0.02813744137613361,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0051501569832741465,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.03507585778884758,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.0055183633535688115,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08970736958001846,MFD2,NumberPosts>=10,MIL (mean)
Care,0.008166644119786737,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.005137896476120396,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.036473294634774785,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.03224180978978175,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.09015748872221596,MFD2,NumberPosts>=10,MIL (mean)
Care,0.024542798121086732,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.008827435887022174,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.012372812860742988,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,-0.014464761493427682,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.06223608856642693,MFD2,NumberPosts>=10,MIL (mean)
Care,0.0074692268993008515,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.007551405527962073,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.041843242877813165,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02480289720866502,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.10622690825375693,MFD2,NumberPosts>=10,MIL (mean)
Care,0.0021072630798887326,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0030785542560165524,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.06320063669630628,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.03966882668474592,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.07293401214468354,MFD2,NumberPosts>=10,MIL (mean)
Care,0.025347452584490338,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.002185244591165647,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.024023214847710198,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.01038591990612825,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.07694198353504468,MFD2,NumberPosts>=10,MIL (mean)
Care,0.035507756788069944,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.002979831350685247,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.04901948823250213,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.05027038096403913,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.1040009022402102,MFD2,NumberPosts>=10,MIL (mean)
Care,0.026962799297735814,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.00145604591879267,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.027369148710226776,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.013814920619693584,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.07841967101956437,MFD2,NumberPosts>=10,MIL (mean)
Care,0.01596801916237256,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.0010084721752658954,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.05717296062252975,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02499965159574036,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.0927538306163821,MFD2,NumberPosts>=10,MIL (mean)
Care,0.01917168973577954,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0029981622384842588,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.0505208986064698,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02028222876335639,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.0935887841546933,MFD2,NumberPosts>=10,MIL (mean)
Care,0.028504265185728794,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-8.644464978233567e-4,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.02352804006046949,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.028637254702096326,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08249331398731062,MFD2,NumberPosts>=10,MIL (mean)
Care,0.025941499673697188,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.0044964162982676905,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.030539441183001007,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.030138353839704424,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08377439357068972,MFD2,NumberPosts>=10,MIL (mean)
Care,0.031483115883362715,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.004294622123346525,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.04263969876827967,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02463505243251141,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.09804761021797083,MFD2,NumberPosts>=10,MIL (mean)
Care,0.03097980771645803,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.002573235390041284,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.033408218549602416,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.016381612376619392,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08951458829245917,MFD2,NumberPosts>=10,MIL (mean)
Care,0.010348676517192843,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.005697238027949525,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.01772721648416209,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02865699415960732,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.07832146639462811,MFD2,NumberPosts>=10,MIL (mean)
Care,0.01687543545699488,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.013102107169204123,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.033316287303813086,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.018972058566459667,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.057706431097447324,MFD2,NumberPosts>=10,MIL (mean)
Care,0.025686275734682074,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.005904818020703528,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.061420255947009623,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.02397283853159937,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.10585984961154493,MFD2,NumberPosts>=10,MIL (mean)
Care,0.02931258693807204,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0053554480088032754,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.0503730870572604,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.031184651421919507,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08891943983164641,MFD2,NumberPosts>=10,MIL (mean)
Care,0.030248603378348005,MFD2,NumberPosts>=10,MIL (mean)
Fairness,5.621017874001266e-4,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.038193972371975526,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.024344423246694724,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.06888153116768447,MFD2,NumberPosts>=10,MIL (mean)
Care,0.012148083252321529,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.00391272354727823,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.013700478645821357,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.008306619857556985,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.0833667740666193,MFD2,NumberPosts>=10,MIL (mean)
Care,0.017406956191367562,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.005758907861646678,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.05863842843468525,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.026976711856957717,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.098367612246134,MFD2,NumberPosts>=10,MIL (mean)
Care,0.026021418612977357,MFD2,NumberPosts>=10,MIL (mean)
Fairness,0.0014576319294794526,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.032782042782221084,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.022890480177750302,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08214328705298235,MFD2,NumberPosts>=10,MIL (mean)
Care,0.02183534075683946,MFD2,NumberPosts>=10,MIL (mean)
Fairness,-0.0012950896912227172,MFD2,NumberPosts>=10,MIL (mean)
Authority,0.03519369505808634,MFD2,NumberPosts>=10,MIL (mean)
Loyalty,0.022935193452333413,MFD2,NumberPosts>=10,MIL (mean)
Purity,0.08253864239820274,MFD2,NumberPosts>=10,MIL (mean)
Care,0.031654739180253966,MFD2,NumberPosts>=10,MIL (mean)
