,foundation,test_r2,train_r2,alpha,l1_ratio
139,Purity,0.1386022704210207,0.21402718382637553,0.011949478734967036,0.01
140,Care,0.031532476746055194,0.10065889538164585,0.030357908992281194,0.01
141,Fairness,0.020509156377343407,0.0400042103644388,0.06150335142627529,0.01
142,Loyalty,0.12029089347493316,0.2052522325210877,0.012350862744222658,0.01
143,Authority,0.09769268365037853,0.1378399383742528,0.009885822115246233,0.1
144,Purity,0.14384271138637983,0.2120500166449506,0.012550457286746764,0.01
145,Care,0.05765818479543383,0.09244935746316241,0.030846761645460758,0.01
146,Fairness,0.015618149293104455,0.06133467960419947,0.03433724223335431,0.01
147,Loyalty,0.13098568454083104,0.1969686721859516,0.013008036980754378,0.01
148,Authority,0.07887076567207196,0.15218911011797698,0.008892958926929836,0.1
149,Purity,0.14286937969100355,0.20192060430056002,0.01503139626359348,0.01
150,Care,0.014364362406288578,0.08751070959533902,0.006520153561944128,0.3
151,Fairness,-0.0036589139246783198,0.05324958182392692,0.04563947057406899,0.01
152,Loyalty,0.12757436365728092,0.1928864669351098,0.014054035569266609,0.01
153,Authority,0.07574079414433543,0.14994533174953428,0.009040066274683255,0.1
154,Purity,0.1179527432756372,0.20186275399937859,0.015952009969932013,0.01
155,Care,0.052663440914586634,0.07699598751374404,0.04514153978557631,0.01
156,Fairness,0.013644168762369291,0.04587377333331644,0.013330867540848694,0.1
157,Loyalty,0.10942120745168427,0.2003079283286454,0.007417314165502799,0.1
158,Authority,0.03930902226652366,0.14558438649797678,0.0026432032154240495,0.7
159,Purity,0.1324499340659353,0.21771202319324234,0.012108369605980222,0.01
160,Care,0.0435624130317922,0.10483789438121349,0.02488597567933783,0.01
161,Fairness,0.025628938701544146,0.051794973096354724,0.041033380444179965,0.01
162,Loyalty,0.09774499978019391,0.2193968542590633,0.01062287591334084,0.01
163,Authority,0.05699497410374954,0.17035701980977225,0.0025999061408256215,0.5
164,Purity,0.1059594521799534,0.22492726802287177,0.011616341768192446,0.01
165,Care,0.053679619337177464,0.09034450732952415,0.03309490792843515,0.01
166,Fairness,0.013776597761830156,0.04227721261555928,0.0023926255918920595,0.9
167,Loyalty,0.10213373012987348,0.20615055703206664,0.00704324450178912,0.1
168,Authority,0.08716952494740615,0.16376786727563697,0.007430536941710922,0.1
169,Purity,0.1347590233021727,0.20877233296461184,0.013920090875679726,0.01
170,Care,0.03302757039331494,0.10334593994678687,0.027308227686645998,0.01
171,Fairness,0.004582860461691096,0.048441486630533936,0.04920661055087455,0.01
